업종명,업소명,소재지(도로명),소재지(지번),업태명,
휴게음식점,헤이븐(HAVEN),서울특별시 마포구 양화로 30  1층 (합정동),서울특별시 마포구 합정동 381-23 ,커피숍,
휴게음식점,헤이트먼데이 서교점,서울특별시 마포구 양화로7안길 42  1층 (서교동),서울특별시 마포구 서교동 380-33 ,커피숍,
휴게음식점,헬로방방,서울특별시 마포구 마포대로 195  상가2동 지하3층 101호 (아현동  마포 래미안 푸르지오),서울특별시 마포구 아현동 774 마포 래미안 푸르지오  101호일부 ,커피숍,
휴게음식점,호시절,서울특별시 마포구 포은로 99 (망원동  1층),서울특별시 마포구 망원동 410-25 1층 ,커피숍,
휴게음식점,호핀치,서울특별시 마포구 광성로6안길 6  1층 (신수동),서울특별시 마포구 신수동 88-50 ,커피숍,
휴게음식점,홈다운(homedown),서울특별시 마포구 희우정로10안길 7  1층 101호 (망원동),서울특별시 마포구 망원동 394-46 ,커피숍,
휴게음식점,홉 커피,서울특별시 마포구 백범로16길 8-5  1층 101 102호 (대흥동),서울특별시 마포구 대흥동 253 ,커피숍,
휴게음식점,홍콩다방팩토리,서울특별시 마포구 월드컵북로 132 (성산동  1층일부),서울특별시 마포구 성산동 51-12 1층일부 ,커피숍,
휴게음식점,화이트컨테이너,서울특별시 마포구 성미산로 153-13  지1층 (연남동),서울특별시 마포구 연남동 240-34 ,커피숍,
휴게음식점,후엘고(huelgo),서울특별시 마포구 마포대로11길 118  1층일부 (염리동),서울특별시 마포구 염리동 128-7 ,커피숍,
휴게음식점,후엘고2,서울특별시 마포구 백범로17길 14  1층 103호 (염리동),서울특별시 마포구 염리동 178-10 ,커피숍,
휴게음식점,훈고링고브레드,서울특별시 마포구 잔다리로 130  2층 (서교동  일부),서울특별시 마포구 서교동 247-163 2층 일부(좌측) ,커피숍,
휴게음식점,흐림,서울특별시 마포구 연희로1길 51  3층 301호 (연남동),서울특별시 마포구 연남동 383-24 ,커피숍,
휴게음식점,희망분식,서울특별시 마포구 백범로17길 4-4  1층 (염리동),서울특별시 마포구 염리동 178-61 1층 ,커피숍,
휴게음식점,히브루11(he brews11),서울특별시 마포구 성미산로6길 21  1층 (서교동),서울특별시 마포구 서교동 247-209 ,커피숍,
휴게음식점,히브루스,서울특별시 마포구 서강로 144 (노고산동  10층일부),서울특별시 마포구 노고산동 107-1 ,커피숍,
휴게음식점,히즈커피(HIS COFFEE),서울특별시 마포구 월드컵로36길 42 (성산동  1층일부),서울특별시 마포구 성산동 171-6 1층일부 ,커피숍,
휴게음식점,히피리피,서울특별시 마포구 동교로51안길 11  지하1층 1층 2층 (연남동),서울특별시 마포구 연남동 223-95 ,커피숍,
